-2.123 0.0419040291429 0.00846
-0.866 0.344991235728 0.00397
-0.686 0.201994822319 0.00437
-0.645 -0.0524210591134 0.004
-0.599 0.435972581297 0.00619
-0.318 4.490804994 0.00914
-0.07 0.283539027331 0.00246
-0.049 4.30336068011 0.01222
0.052 4.07717151154 0.01293
0.066 1.53412611767 0.01285
0.199 1.64925543316 0.01701
0.331 0.39482345123 0.00507
0.437 0.668282727053 0.00619
0.533 3.10977784293 0.00961
0.553 2.60267641502 0.0058
0.866 0.728219898396 0.004
0.941 0.910688839618 0.00897
1.03 0.613829084812 0.00847
1.182 0.526257952434 0.0114
1.32 1.05056946913 0.00443
1.372 1.22019540077 0.00784
