-2.123 -0.849956885613 0.00846
-0.866 -0.922510149959 0.00397
-0.686 -0.173555300224 0.00437
-0.645 -0.180646885252 0.004
-0.599 -0.508340258127 0.00619
-0.318 -0.518177078489 0.00914
-0.07 0.335240963961 0.00246
-0.049 -0.00670427031896 0.01222
0.052 -3.887240953 0.01293
0.066 0.169895191952 0.01285
0.199 -0.258186400006 0.01701
0.331 -0.296348205424 0.00507
0.437 -0.195550465552 0.00619
0.533 -0.528052011418 0.00961
0.553 -0.272987461731 0.0058
0.866 -0.0826085602964 0.004
0.941 -0.0791741921955 0.00897
1.03 0.143956391196 0.00847
1.182 0.275710800799 0.0114
1.32 -0.197909691554 0.00443
1.372 0.0175662538973 0.00784
