-1.178 -0.0100906262598 0.006
-1.107 -0.279566564661 0.005
-1.023 0.0882724240274 0.004
-0.862 -0.516253656876 0.006
-0.734 -0.920512393177 0.004
-0.652 1.02362958666 0.017
-0.538 -0.473891198697 0.004
-0.476 -0.695178460026 0.004
-0.44 -0.0236664973522 0.008
-0.4 -0.376560072405 0.002
-0.11 0.669057433052 0.008
-0.075 -0.0309912793289 0.011
0.443 3.81700004356 0.009
0.462 2.59649705393 0.01
0.528 3.7062971214 0.012
0.893 0.312501921958 0.009
1.397 0.493568849487 0.004
1.598 0.77898073893 0.013
1.766 -1.1469824321 0.008
1.803 2.07192234781 0.006
