10942.424717 16.782069892 0.0114
1289.1075694 12.1846246269 0.00246
1828.7339938 13.8865606618 0.01222
2068.5679602 13.0338797944 0.00846
2308.4019266 13.2215382819 0.00784
2608.1943846 12.142329442 0.01293
2878.0075968 13.4048459247 0.00619
2937.9660884 13.7200537085 0.004
3057.8830716 14.2227681854 0.0058
3837.3434624 14.6826927143 0.01285
4047.198183 13.9116607789 0.00397
4586.8246074 14.6600409079 0.004
4676.7623448 15.6359848676 0.00914
4946.575557 14.7330549413 0.00443
5156.4302776 14.6736103571 0.00507
5785.9944394 15.3860761644 0.00961
6025.8284058 15.1160688229 0.01701
6535.4755844 15.3831803788 0.00619
7045.122763 15.8262610272 0.00847
7794.603908 15.8739054054 0.00437
9443.462427 16.2954285627 0.008
