5785.9944394 15.6342516253 0.00961
4047.198183 14.0237331604 0.00397
2068.5679602 12.6426894952 0.00846
6025.8284058 15.6377462907 0.01701
7794.603908 15.8640642544 0.00437
1828.7339938 13.9023675773 0.01222
7045.122763 15.5613559785 0.00847
10942.424717 16.5692794794 0.0114
2608.1943846 11.7013542783 0.01293
4676.7623448 15.7035496488 0.00914
1289.1075694 12.2301874268 0.00246
3837.3434624 14.8534394009 0.01285
4946.575557 14.6794895757 0.00443
6535.4755844 15.3682949236 0.00619
4586.8246074 14.6149813466 0.004
2878.0075968 13.5615480167 0.00619
2937.9660884 13.6149676075 0.004
3057.8830716 14.2001683304 0.0058
9443.462427 16.1904124643 0.00897
2308.4019266 13.2356039335 0.00784
5156.4302776 14.7515033311 0.00507
